,client_vms_1,client_vms_12,client_vms_13,client_vms_134,client_vms_15,client_vms_126,client_vms_127,client_vms_158,client_vms_1279,client_vms_140,client_vms_131,client_vms_22,client_vms_23,client_vms_12804,client_vms_1285,client_vms_12806,client_vms_12867,client_vms_1288,client_vms_12809,client_vms_128060,client_vms_1331,client_vms_242,client_vms_33,client_vms_1294,client_vms_245,client_vms_1606,client_vms_128087,client_vms_38,client_vms_1289,client_vms_40,client_vms_1341,client_vms_128072,client_vms_128123,client_vms_1374,client_vms_1295,client_vms_12826,client_vms_13347,client_vms_1308,client_vms_2489,client_vms_12920,client_vms_13351,client_vms_372,client_vms_128713,client_vms_12894,client_vms_1355,client_vms_176,client_vms_197,client_vms_1318,client_vms_1309,client_vms_12840,client_vms_1321,client_vms_13462,client_vms_133523,client_vms_1634,client_vms_3775,client_vms_1366,client_vms_1287187,client_vms_1818,client_vms_13799,client_vms_290,client_vms_129261,client_vms_133532,client_vms_3783,client_vms_1824,client_vms_75,client_vms_12856,client_vms_1335297,client_vms_128128,client_vms_16409,client_vms_128330,client_vms_81,client_vms_128132,client_vms_1413,client_vms_129274,client_vms_1292685,client_vms_13166,client_vms_1477,client_vms_138068,client_vms_2049,client_vms_830,client_vms_2981,client_vms_92,client_vms_3803,client_vms_1335314,client_vms_2535,client_vms_16146,client_vms_24977,client_vms_1292828,client_vms_131749,client_vms_1360,client_vms_129031,client_vms_322,client_vms_1283393,client_vms_8394,client_vms_315,client_vms_476,client_vms_1292837,client_vms_498,client_vms_219,client_vms_1680,client_vms_133611,client_vms_128363,client_vms_12871974,client_vms_3005,client_vms_38136,client_vms_1417,client_vms_1508,client_vms_1280979,client_vms_128150,client_vms_133621,client_vms_442,client_vms_13353253,client_vms_25464,client_vms_865,client_vms_84056,client_vms_1037,client_vms_133588,client_vms_18359,client_vms_13330,client_vms_251,client_vms_133632,client_vms_2313,client_vms_1884,client_vms_381485,client_vms_129066,client_vms_1290437,client_vms_1468,client_vms_1292739,client_vms_3030,client_vms_128801,client_vms_262,client_vms_37963,client_vms_18314,client_vms_2555,client_vms_20626,client_vms_1336347,client_vms_888,client_vms_1336349,client_vms_84080,client_vms_13691,client_vms_4902,client_vms_133653,client_vms_3364,client_vms_13805,client_vms_13226,client_vms_133447,client_vms_128719888,client_vms_30449,client_vms_12809940,client_vms_183291,client_vms_2572,client_vms_84093,client_vms_1336474,client_vms_13755,client_vms_14926,client_vms_307,client_vms_14838,client_vms_3379,client_vms_1470,client_vms_12872031,client_vms_129362,client_vms_13053,client_vms_1281444,client_vms_10535,client_vms_16966,client_vms_19007,client_vms_13363638,client_vms_1290829,client_vms_128230,client_vms_128571,client_vms_25722,client_vms_393,client_vms_13584,client_vms_13364915,client_vms_19016,client_vms_1097,client_vms_3248,client_vms_128239,client_vms_13730,client_vms_1293801,client_vms_18422,client_vms_183773,client_vms_1317674,client_vms_1445,client_vms_138176,client_vms_1292927,client_vms_137738,client_vms_13929,client_vms_3910,client_vms_30001,client_vms_1335512,client_vms_1336073,client_vms_14874,client_vms_8495,client_vms_128099596,client_vms_1467,client_vms_49218,client_vms_1281479,client_vms_133636580,client_vms_32681,client_vms_12834132,client_vms_37953,client_vms_12927594,client_vms_1281705,client_vms_13096,client_vms_1290517,client_vms_105558,client_vms_1336739,client_vms_25760,client_vms_161671,client_vms_379842,client_vms_25103,client_vms_4634,client_vms_190285,client_vms_13956,client_vms_1292827,client_vms_1336328,client_vms_339,client_vms_1281720,client_vms_184441,client_vms_249992,client_vms_20713,client_vms_13353364,client_vms_1336755,client_vms_4156,client_vms_3127,client_vms_1282618,client_vms_2679,client_vms_250000,client_vms_13367621,client_vms_13364972,client_vms_381593,client_vms_39334,client_vms_1282535,client_vms_138286,client_vms_841037,client_vms_184458,client_vms_9119,client_vms_25590,client_vms_1283871,client_vms_19082,client_vms_1280963,client_vms_12928524,client_vms_3315,client_vms_1335566,client_vms_467,client_vms_258,client_vms_30299,client_vms_8550,client_vms_304741,client_vms_128099652,client_vms_131213,client_vms_2500254,client_vms_207385,client_vms_1833166,client_vms_2017,client_vms_13367648,client_vms_660,client_vms_133561,client_vms_12908552,client_vms_841063,client_vms_128524,client_vms_1055845,client_vms_129466,client_vms_9147,client_vms_128328,client_vms_1189,client_vms_500,client_vms_12872141,client_vms_13363762,client_vms_379803,client_vms_131234,client_vms_133649995,client_vms_676,client_vms_1293017,client_vms_12809908,client_vms_13363749,client_vms_12905450,client_vms_1336366081,client_vms_13222,client_vms_3433,client_vms_12826464,client_vms_1317775,client_vms_14026,client_vms_85237,client_vms_250058,client_vms_257889,client_vms_1335520,client_vms_6891,client_vms_12839002,client_vms_1382053,client_vms_12809924,client_vms_1281575,client_vms_1287199176,client_vms_149037,client_vms_3518,client_vms_10669,client_vms_1317790,client_vms_20471,client_vms_25002842,client_vms_1883,client_vms_1334774,client_vms_2925,client_vms_133650026,client_vms_256207,client_vms_134928,client_vms_206569,client_vms_13860,client_vms_1335921,client_vms_149052,client_vms_34643,client_vms_14484,client_vms_128264955,client_vms_1066,client_vms_38067,client_vms_13367868,client_vms_852689,client_vms_1280996840,client_vms_2579211,client_vms_164412,client_vms_133676803,client_vms_12834254,client_vms_1281195,client_vms_12839036,client_vms_13207,client_vms_1281648,client_vms_2519,client_vms_13880,client_vms_1288341,client_vms_1082,client_vms_30633,client_vms_1317824,client_vms_12904705,client_vms_13365076,client_vms_133649487,client_vms_133848,client_vms_1312679,client_vms_13361070,client_vms_13367731,client_vms_1336500602,client_vms_6943,client_vms_12938354,client_vms_129285585,client_vms_1281626,client_vms_13137,client_vms_13356008,client_vms_5109,client_vms_128750,client_vms_1280996871,client_vms_10558802,client_vms_1290663,client_vms_250028774,client_vms_19195,client_vms_183496,client_vms_257957,client_vms_13355478,client_vms_1336500309,client_vms_12812310,client_vms_1336891,client_vms_16702,client_vms_1173,client_vms_13914,client_vms_1281235,client_vms_2562436,client_vms_2127,client_vms_12908658,client_vms_12825719,client_vms_1120,client_vms_13178611,client_vms_16432,client_vms_133649523,client_vms_20544,client_vms_525,client_vms_133676856,client_vms_128720687,client_vms_3047788,client_vms_13979,client_vms_128099620,client_vms_139181,client_vms_128442,client_vms_13177123,client_vms_131754,client_vms_133560465,client_vms_12817586,client_vms_51477,client_vms_12809969098,client_vms_30689,client_vms_1317880,client_vms_129047441,client_vms_133902,client_vms_2500288133,client_vms_2579964,client_vms_128435,client_vms_14056,client_vms_13367787,client_vms_6998,client_vms_12129,client_vms_137310,client_vms_128461,client_vms_12816152,client_vms_35583,client_vms_1284034,client_vms_3798825,client_vms_1382166,client_vms_1282649957,client_vms_105588428,client_vms_12907039,client_vms_1336730,client_vms_13501,client_vms_3482,client_vms_85363,client_vms_13127204,client_vms_8410785,client_vms_13367966,client_vms_207547,client_vms_69848,client_vms_1287207289,client_vms_140210,client_vms_2066111,client_vms_13972,client_vms_51513,client_vms_30725,client_vms_13363896,client_vms_5097,client_vms_1835388,client_vms_25800069,client_vms_133611130,client_vms_1284781,client_vms_140992,client_vms_841363,client_vms_128123534,client_vms_16775,client_vms_140226,client_vms_13363717,client_vms_128099678,client_vms_133637929,client_vms_13990,client_vms_131771671,client_vms_13232,client_vms_128533,client_vms_132664,client_vms_1490965,client_vms_12839156,client_vms_3517,client_vms_133555228,client_vms_34239,client_vms_128390470,client_vms_12872073341,client_vms_1402552,client_vms_304943,client_vms_15124,client_vms_25002881785,client_vms_1373556,client_vms_133676667,client_vms_12816208,client_vms_129399,client_vms_133560540,client_vms_37988711,client_vms_13642,client_vms_1056043,client_vms_133555244,client_vms_1336785,client_vms_13363936,client_vms_31737,client_vms_1336366268,client_vms_133769,client_vms_128510,client_vms_84108321,client_vms_482,client_vms_149733,client_vms_70454,client_vms_1903325,client_vms_140196,client_vms_128537,client_vms_10848,client_vms_133560559,client_vms_12817680,client_vms_13353621,client_vms_1288492,client_vms_251513,client_vms_128392044,client_vms_1281985,client_vms_128886,client_vms_381157,client_vms_1336495358,client_vms_1338969,client_vms_13363960,client_vms_5161,client_vms_1336366292,client_vms_133793,client_vms_258001184,client_vms_12848305,client_vms_1293236,client_vms_149757,client_vms_129384038,client_vms_3049929,client_vms_25002881830,client_vms_135511,client_vms_133679182,client_vms_148883,client_vms_38534,client_vms_327315,client_vms_2500506,client_vms_12907137,client_vms_2501088,client_vms_18332169,client_vms_256410,client_vms_346941,client_vms_129086032,client_vms_1287643,client_vms_30499804,mean,median,sum
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
